report_date,"Loin, tndrloin, trmd, heavy (189A  4)_price","Loin, top butt, CC (184B  3)_price","Loin, top butt, bnls, heavy (184  1)_price","Loin, tndrloin, trmd, heavy (189A  4)_volume","Loin, top butt, CC (184B  3)_volume","Loin, top butt, bnls, heavy (184  1)_volume"

4/6/01,755.79,,227.41,1627352,,1179256

4/13/01,0,,236.97,,,717345

4/20/01,782.49,,238.74,440118,,290149

4/27/01,789.1,,245.96,779768,,601362

5/4/01,810.93,,265.47,527212,,395719

5/11/01,831.71,,275.48,469451,,872231

5/18/01,843.54,,284.4,663838,,495537

5/25/01,845.75,,310.13,475882,,336833

6/1/01,839.96,,315.74,457375,,384470

6/8/01,817.44,,0,460740,,

6/15/01,794.1,,304.47,466298,,277871

6/22/01,754.04,,255.88,856760,,1184541

6/29/01,731.34,,257.72,859435,,434655

7/6/01,714.63,,243.63,485257,,174686

7/13/01,689.07,,214.56,341559,,565819

7/20/01,675.63,,199.64,1164692,,833789

7/27/01,699.81,,207.43,437600,,991542

8/3/01,692.07,,191.49,377330,,406896

8/10/01,683.88,,180.84,1036051,,429305

8/17/01,699.46,,178.13,628528,,734117

8/24/01,708.59,,182.19,356897,,414686

8/31/01,701.95,,168.46,862235,,819203

9/7/01,703.38,,169.65,904113,,522294

9/14/01,707.37,,174.54,549283,,560064

9/21/01,706.13,,174.72,270049,,633577

9/28/01,671.33,,167.98,424794,,471114

10/5/01,638.72,,166.23,758349,,472033

10/12/01,647.87,,172.68,478934,,376155

10/19/01,640.45,,171.67,392288,,446808

10/26/01,618.94,,168.88,532697,,394885

11/2/01,606.98,,161.33,766467,,599359

11/9/01,598.01,,156.7,730514,,486679

11/16/01,603.83,,157.28,790516,,601642

11/23/01,670.65,,160.75,461979,,547846

11/30/01,735.18,,161.78,261341,,564368

12/7/01,745.7,,162.06,505810,,530973

12/14/01,755.13,,160.06,387227,,558590

12/21/01,742.24,,161,460758,,442173

12/28/01,697.52,,163.84,473521,,400221

1/4/02,686.06,,166.94,556130,,557629

1/11/02,700.22,,163.41,660513,,613471

1/18/02,716.55,,166.56,479313,,516240

1/25/02,698.08,,167.29,246060,,869720

2/1/02,677.02,,180.37,1030766,,1026101

2/8/02,689.63,,197.65,530778,,518234

2/15/02,688.53,,221.79,601296,,298758

2/22/02,663.96,,221.53,1001760,,400822

3/1/02,679.46,,224.47,1266040,,563656

3/8/02,703.41,,232.15,317800,,536792

3/15/02,717.63,,231.35,439326,,488070

3/22/02,730.33,,207.72,390329,,585298

3/29/02,690.22,,193.16,720923,,740658

4/5/02,685.27,,187.73,624326,,716757

4/12/02,706.2,,198.6,468886,,212363

4/19/02,696.95,,205.65,623530,,264822

4/26/02,688.05,,208.4,678668,,588373

5/3/02,690.52,,204.41,513880,,382868

5/10/02,724.69,,199.46,389776,,327490

5/17/02,736.15,,213.43,512865,,190625

5/24/02,760.49,,217.79,459456,,118368

5/31/02,767.79,,207.45,366594,,337526

6/7/02,775.1,,202.45,417627,,382199

6/14/02,769.66,,198.41,370567,,380985

6/21/02,765.55,,194.95,542784,,659973

6/28/02,760.99,,200.27,398887,,342999

7/5/02,735.17,,189.76,315195,,427143

7/12/02,711.75,,182.58,353901,,501829

7/19/02,693.98,,190.41,455276,,510802

7/26/02,673.4,,194.16,475825,,370771

8/2/02,671.64,,198.05,415909,,337255

8/9/02,663.43,,198.8,996456,,282621

8/16/02,678.02,,207.8,901416,,573144

8/23/02,694.92,,203.18,515877,,430311

8/30/02,716.65,,204.24,440848,,301674

9/6/02,720.02,,195.52,445236,,301539

9/13/02,716.05,,182.1,779063,,484218

9/20/02,735.56,,187.85,668781,,299849

9/27/02,756.24,,181.26,467139,,256732

10/4/02,752.21,,166.48,584917,,515812

10/11/02,759.04,,167.51,387635,,344737

10/18/02,764.2,,169.4,438302,,328267

10/25/02,769.2,,165.24,476415,,337280

11/1/02,772.77,,159.7,338187,,449738

11/8/02,781.56,,161.2,520469,,350133

11/15/02,792.9,,167.03,384904,,420374

11/22/02,818.91,,172.45,321451,,330588

11/29/02,838.05,,167.99,245674,,389678

12/6/02,852.07,,164.26,358688,,634304

12/13/02,874.1,,174.03,279245,,307470

12/20/02,825.25,,179.06,522977,,389354

12/27/02,812.08,,183.02,373233,,273932

1/3/03,821.89,,181.88,390787,,409483

1/10/03,833.95,,183.66,718440,,696905

1/17/03,871.48,,203,192633,,195876

1/24/03,863.65,,203.16,271976,,361323

1/31/03,821.67,,197.23,991018,,749168

2/7/03,837.79,,202.74,450326,,459598

2/14/03,827.11,,195.05,382514,,501636

2/21/03,787.02,,200.55,1066534,,377072

2/28/03,804.62,,194.83,358195,,445800

3/7/03,810.83,,196.85,430847,,332918

3/14/03,803.4,,184.11,394779,,479025

3/21/03,803.28,,190.76,241334,,552961

3/28/03,795.11,,205.69,527377,,442511

4/4/03,797.4,,222.71,315068,,188265

4/11/03,818.72,,226.61,686260,,138699

4/18/03,836.89,,229.29,439981,,202092

4/25/03,847.78,,217.32,295094,,400850

5/2/03,860.8,,225.99,204223,,171003

5/9/03,875.2,,248.05,431845,,205003

5/16/03,895.28,,268.46,334288,,420102

5/23/03,939.26,,297.87,330612,,118664

5/30/03,996.39,,310.93,208647,,169684

6/6/03,999.65,,308.63,330030,,267727

6/13/03,980.34,,290.49,202988,,119301

6/20/03,942.81,,224.23,241512,,593619

6/27/03,882.62,,218.39,334171,,449746

7/4/03,837.76,,224.83,332336,,303721

7/11/03,825.2,,214.73,492064,,461899

7/18/03,814.06,,199.61,325622,,496683

7/25/03,803.2,,203.28,549055,,367839

8/1/03,820.57,,219.52,307755,,388089

8/8/03,828.87,,245.84,147622,,138334

8/15/03,832.39,,231.86,286388,,143617

8/22/03,837.47,,224.85,453258,,496419

8/29/03,859.53,,235.29,335907,,207539

9/5/03,898.87,,244.24,503836,,497071

9/12/03,963.56,,265.25,212816,,199900

9/19/03,1012.44,,275.9,140786,,136469

9/26/03,1035.36,,290.18,142907,,98030

10/3/03,1065.1,,273.93,182175,,151809

10/10/03,1123.55,,280.82,265343,,315557

10/17/03,1250.82,,327.04,169292,,94685

10/24/03,1275.42,,299.41,119255,,68872

10/31/03,1370.95,,241.32,133008,,132715

11/7/03,1407.11,,241.46,112574,,150032

11/14/03,1383.67,,209.78,134218,,281008

11/21/03,1294.59,,212.84,219278,,496117

11/28/03,1241.6,,211.36,387136,,92990

12/5/03,1138,,188.61,280242,,643169

12/12/03,1091.76,,208.46,178974,,192911

12/19/03,1033.07,,202.62,252854,,595120

12/24/03,969.51,,224.93,149787,,142785

1/2/04,876.71,,220.23,529793,,188801

1/9/04,810.23,,206.31,1097313,,265583

1/16/04,836.79,,234.35,389793,,125889

1/23/04,889.44,,259.82,160906,,116123

1/30/04,865.96,,255.87,226222,,106724

2/6/04,788.83,,227.56,893291,,274925

2/13/04,792.17,,242.93,853819,,162615

2/20/04,812.51,,230.01,351924,,289185

2/27/04,848.77,,243.12,463457,,212379

3/5/04,889.3,,269.84,278072,,156664

3/12/04,927.03,,286.46,320150,,284567

3/19/04,960.88,,294.74,303867,,312949

3/26/04,937.61,,287.29,311031,,333101

4/2/04,945.86,,279.01,586556,,427461

4/9/04,987.75,,311.61,260944,,437639

4/16/04,1025.39,,350.65,122448,,197686

4/23/04,1049.65,,358.76,330837,,309610

4/30/04,1049.63,,367.68,542990,,468825

5/7/04,1068.48,,381.61,367825,,307638

5/14/04,1052.44,,389.8,555481,,292725

5/21/04,1028.19,,397.16,299844,,270832

5/28/04,967.82,,391.64,396610,,264558

6/4/04,934.52,,388.52,718685,,369908

6/11/04,915.69,,394.14,374095,,278591

6/18/04,822.68,,357.21,1309121,,260172

6/25/04,823.1,,261.92,403792,,822039

7/2/04,777.72,,284.16,954141,,387627

7/9/04,777.69,,260.09,352242,,286285

7/16/04,727.83,,248.97,998778,,318955

7/23/04,742.72,,224.01,1393120,,487443

7/30/04,814.35,,248.64,486901,,207923

8/6/04,834.08,,242.6,370165,,241931

8/13/04,835.6,,238.94,596630,,386782

8/20/04,841.17,,224.9,448585,,440637

8/27/04,834.36,,227.8,459964,,338794

9/3/04,784.79,,193.54,719388,,680865

9/10/04,763.33,,192.11,755310,,465666

9/17/04,775.62,,206.06,670693,,356447

9/24/04,781.86,,197.61,755575,,746358

10/1/04,746.77,,199.53,1427995,,394576

10/8/04,758.63,,194.27,827371,,446524

10/15/04,788.25,,207.69,752487,,582175

10/22/04,831.77,,221.81,725089,,354901

10/29/04,861.06,,230.79,431011,,268519

11/5/04,855.8,,193.47,315197,,382637

11/12/04,806.3,,192.97,719127,,398520

11/19/04,848.61,,202.43,264724,,292637

11/26/04,836.36,,198.77,643974,,289104

12/3/04,914.49,,216.72,225453,,184508

12/10/04,909.25,,196.84,599009,,337829

12/17/04,886.31,,196.91,542778,,373921

12/23/04,867.21,,205.09,797653,,370802

12/30/04,852.08,,203.63,544635,,316991

1/7/05,853.36,,198.91,609234,,580881

1/14/05,866.55,,241.49,564841,,164262

1/21/05,869.52,,260.53,425584,,132938

1/28/05,836.56,,248.98,413924,,135707

2/4/05,798.75,,230.31,1174491,,388893

2/11/05,800.65,,239.08,529505,,227999

2/18/05,770.4,,244.04,1231365,,298167

2/25/05,775.69,,256.22,1032182,,501831

3/4/05,819.52,,276.86,525944,,170587

3/11/05,886.02,,305.43,481058,,346711

3/18/05,908.78,,311.15,204950,,280725

3/25/05,887.89,,306.71,292564,,295157

4/1/05,875.6,,310.5,543544,,171519

4/8/05,870.12,,309.99,490898,,185102

4/15/05,862.83,,302.06,451989,,275593

4/22/05,862.42,,305.28,474627,,397487

4/29/05,862.62,,324.22,480243,,187706

5/6/05,855.58,,321.41,495341,,228466

5/13/05,807.73,,322.2,1032135,,169271

5/20/05,841.77,,319.9,350200,,214556

5/27/05,831.52,,296.65,438671,,226916

6/3/05,794.82,,247.1,968089,,393623

6/10/05,805.5,,230.92,460350,,263120

6/17/05,770.97,,207.34,627918,,291557

6/24/05,756.58,,193.6,1021910,,585967

7/1/05,757.68,,207.99,814758,,280925

7/8/05,764.57,,210.47,404503,,316075

7/15/05,750.61,,213.88,526308,,222369

7/22/05,715.1,,207.24,1209595,,276987

7/29/05,690.62,,200.92,1336395,,302260

8/5/05,710.7,,210.01,826518,,334486

8/12/05,735.93,,225.82,991941,,183644

8/19/05,764.93,,221.97,361822,,301007

8/26/05,765.04,,210.67,675109,,687441

9/2/05,778.87,,226.79,440533,,202975

9/9/05,780.16,,223.59,653239,,312471

9/16/05,798.01,,228.58,759151,,272503

9/23/05,804.31,,229.04,462188,,147025

9/30/05,781.56,,227.57,1046573,,305143

10/7/05,827.24,,241.26,486119,,240535

10/14/05,870.3,,246.76,613444,,155263

10/21/05,906.33,,250.5,387697,,200938

10/28/05,912.09,,244.41,327626,,175387

11/4/05,930.22,,232.97,554737,,174526

11/11/05,962.36,,229.19,354464,,236016

11/18/05,1019.79,,234.89,407497,,249006

11/25/05,1042.64,,218.1,382649,,276468

12/2/05,1090.05,,204.85,451789,,386783

12/9/05,1138.04,,229.55,419928,,198070

12/16/05,1182.81,,235.98,387318,,318092

12/23/05,1212.75,,241.67,334323,,152837

12/30/05,1133.87,,241.88,414153,,131840

1/6/06,1096.6,,235.91,492097,,205385

1/13/06,1065.39,,246.04,533079,,210296

1/20/06,1079.02,,246.4,531862,,234717

1/27/06,1065,,232.52,611393,,518147

2/3/06,1040.18,,248.72,362304,,173940

2/10/06,1009.99,,246.68,329011,,781068

2/17/06,968.74,,272.58,578757,,293880

2/24/06,959.5,,292.04,575893,,225854

3/3/06,943.14,,294.08,462519,,247167

3/10/06,902.51,,296.26,774667,,208741

3/17/06,882.19,,288.85,375295,,293347

3/24/06,817.73,,280.56,1101298,,271870

3/31/06,813.56,,268.16,622691,,167108

4/7/06,805.85,,224.35,957718,,891938

4/14/06,834.45,,271.44,508567,,164954

4/21/06,864.2,,289.6,349889,,187473

4/28/06,880.26,,296.51,391218,,226361

5/5/06,879.86,,316.88,529051,,186227

5/12/06,878.26,,326.42,565790,,174301

5/19/06,887.67,,325.43,585194,,194486

5/26/06,920.07,,317.76,564865,,296931

6/2/06,939.52,,335.12,590085,,192366

6/9/06,972.52,,346.14,347142,,140324

6/16/06,985.99,,336.51,391885,,176169

6/23/06,1005.76,,331.91,426005,,227906

6/30/06,1024.2,,332.52,362870,,211920

7/7/06,1028.02,,318.96,426700,,276383

7/14/06,1032.92,,302.9,257195,,194181

7/21/06,1022.09,,288.69,183147,,194184

7/28/06,958.84,,240.75,478204,,390220

8/4/06,947.93,,242.6,459535,,262004

8/11/06,953.26,,248.17,580831,,199522

8/18/06,962.74,,261.7,580068,,204201

8/25/06,956.06,,245.26,508293,,169732

9/1/06,961.87,,247.37,656680,,218660

9/8/06,972.64,,244.72,575396,,174444

9/15/06,951.54,,223.99,773293,,310481

9/22/06,942.21,,227.2,615795,,215344

9/29/06,951.74,,218.41,492466,,223214

10/6/06,961.14,,220.24,693679,,188179

10/13/06,977.98,,200.95,519529,,545207

10/20/06,997.92,,213.61,599640,,241633

10/27/06,1060.86,,214.77,279457,,215814

11/3/06,1117.43,,213.66,211947,,196940

11/10/06,1120.22,,209.71,382460,,194037

11/17/06,1120.48,,186.87,287873,,856576

11/24/06,1147.59,,205.88,301839,,191438

12/1/06,1175.95,,193.95,320811,,435413

12/8/06,1217.2,,215.63,296084,,179034

12/15/06,1238.44,,192.93,402111,,646092

12/22/06,1259.24,,207.76,274229,,295200

12/29/06,1277.46,,229.46,250126,,180615

1/5/07,1240.38,,239.96,331406,,137038

1/12/07,1202.75,,224.78,290668,,337263

1/19/07,1069.52,,249.58,475685,,122937

1/26/07,969.31,,249.89,746011,,104698

2/2/07,888.48,,225.89,903150,,537861

2/9/07,884.15,,221.3,990032,,933246

2/16/07,926.66,,273.62,220559,,127695

2/23/07,898.62,,249.16,543359,,268723

3/2/07,897.31,,239.16,864182,,813920

3/9/07,932.54,,266,437794,,259696

3/16/07,954.2,,315.5,441709,,104596

3/23/07,937.71,,258.84,655356,,903254

3/30/07,914.23,,293.84,735728,,155841

4/6/07,950.48,,282.63,644425,,573982

4/13/07,994.27,,325.88,248082,,91901

4/20/07,961.89,,279.77,754168,,264053

4/27/07,971.37,,304.9,504035,,101135

5/4/07,958.82,,288.48,650467,,165603

5/11/07,974.98,,242.35,560934,,732529

5/18/07,966.95,,269.78,530858,,238933

5/25/07,971.93,,226.38,371419,,585971

6/1/07,954.12,,230.67,554291,,467219

6/8/07,944.87,,259.1,620017,,132106

6/15/07,934.78,,216.58,429225,,420253

6/22/07,893.78,,207.94,929683,,391532

6/29/07,873.07,,199.63,619833,,302585

7/6/07,837.91,,197.64,1388750,,541942

7/13/07,876.84,,215.06,349172,,231347

7/20/07,876.21,,215.08,480537,,455892

7/27/07,879.06,,210.37,398446,,328649

8/3/07,861.28,,210.03,886432,,563014

8/10/07,859.69,,221.05,1102163,,445703

8/17/07,866.59,,219.2,530745,,381529

8/24/07,863.8,,217.9,735484,,298501

8/31/07,882,,218.2,668432,,230713

9/7/07,884.06,,205.32,643225,,691517

9/14/07,885.62,,224.75,562021,,156562

9/21/07,868.25,,213.15,1250124,,239854

9/28/07,897.78,,209.38,602913,,262333

10/5/07,905.58,,192.25,426099,,560037

10/12/07,920.15,,196.41,670969,,337346

10/19/07,952.53,,196.7,541866,,324148

10/26/07,990.46,,199.72,270428,,215597

11/2/07,986.16,,181.93,364791,,1033038

11/9/07,997.71,,193.38,481710,,205660

11/16/07,1010.31,,198.3,489024,,251826

11/23/07,1058.18,,201.24,390062,,340198

11/30/07,1102.61,,212.68,395729,,229820

12/7/07,1135.52,,200.13,241819,,293270

12/14/07,1120.07,,200.34,260960,,490082

12/21/07,1047.69,,200.4,684349,,295531

12/28/07,1008.35,,199.89,474457,,354318

1/4/08,982.79,,221.18,486961,,110728

1/11/08,987.34,,224.04,401125,,101180

1/18/08,927.12,,208.92,449115,,1200565

1/25/08,880.59,,224.74,406869,,100064

2/1/08,815.97,,228.09,1696864,,126241

2/8/08,809.87,,237.02,623390,,169552

2/15/08,798.04,,227.57,593113,,287240

2/22/08,767.69,,218.07,2212557,,698090

2/29/08,796.16,,220.46,590141,,470897

3/7/08,801.27,,219.49,805008,,478224

3/14/08,781.71,,216.56,812716,,344266

3/21/08,775.71,,210.62,741313,,366336

3/28/08,792.54,,199.33,422034,,389986

4/4/08,772.19,,191.72,572488,,664518

4/11/08,737.17,,194.83,1374252,,314724

4/18/08,757.55,,217.11,654062,,145527

4/25/08,771.16,,241.38,731184,,138135

5/2/08,776.48,,224.36,595149,,291178

5/9/08,779.54,,222.3,715408,,245096

5/16/08,780.74,,236.2,636403,,157158

5/23/08,785.38,,235.52,530664,,116138

5/30/08,787.71,,238.49,674667,,180720

6/6/08,780.28,,225.37,768680,,277128

6/13/08,763.76,,221.87,1014405,,359105

6/20/08,774.84,,219.67,691791,,324961

6/27/08,800.79,,248.13,532399,,350208

7/3/08,834.96,,274.22,367391,,83125

7/11/08,838.45,,280.62,470223,,96297

7/18/08,843.74,,277.75,326236,,130772

7/25/08,802.32,,267.07,1329702,,222884

8/1/08,818.96,,272.14,316285,,176362

8/8/08,820.63,,273.38,712384,,152293

8/15/08,823.01,,270.68,753386,,107673

8/22/08,821.63,,234.29,805650,,197445

8/29/08,834.65,,239.33,468826,,144031

9/5/08,828.03,,225.03,621030,,198494

9/12/08,837.1,,210.63,563992,,316547

9/19/08,838.33,,212.61,354783,,85170

9/26/08,818.13,,205.2,644318,,118289

10/3/08,805.2,,180.07,688892,,433554

10/10/08,787.74,,181.59,379508,,120949

10/17/08,759.84,,171.95,547690,,196212

10/24/08,708.11,,170.76,664032,,216082

10/31/08,672.94,,165.64,1268852,,308847

11/7/08,751.98,,173.58,441523,,90346

11/14/08,886.42,,184.27,318766,,71044

11/21/08,960.75,,177.88,225838,,229004

11/28/08,955.02,,173.58,299427,,152552

12/5/08,909.39,,157.84,468078,,495896

12/12/08,886.27,,164.01,533089,,184706

12/19/08,854.86,,177.06,457160,,113716

12/24/08,816.12,,188.42,291611,,74180

1/2/09,758,,194.44,532583,,133941

1/9/09,718.93,,189.91,1356457,,171185

1/16/09,740.93,,194.1,326053,,180152

1/23/09,707.03,,199.28,599101,,201878

1/30/09,672.68,,182.56,753068,,324795

2/6/09,623.54,,183.3,1025564,,231977

2/13/09,588.85,,198.03,1380932,,233628

2/20/09,573.12,,209.65,978482,,274926

2/27/09,572.61,,225.33,989234,,102076

3/6/09,570.83,,243.32,989947,,163704

3/13/09,572.25,,251.26,1085195,,130768

3/20/09,584.37,,256.54,840581,,134049

3/27/09,587.33,,268.21,693355,,159243

4/3/09,592.95,,273.94,821590,,57623

4/10/09,619.42,,281.57,659329,,85601

4/17/09,664.87,,299.21,219668,,69590

4/24/09,720.23,,313.01,423860,,54348

5/1/09,732.15,,306.42,335796,,69056

5/8/09,731.79,,296.3,625804,,102145

5/15/09,750.14,,277.09,775411,,106348

5/22/09,776.7,,244.08,503690,,311371

5/29/09,786.52,,257.4,361093,,77408

6/5/09,783.14,,219.66,628555,,247433

6/12/09,786.14,,201.03,610562,,274903

6/19/09,782.26,,197.66,656822,,139625

6/26/09,783.4,,193.82,582931,,163535

7/2/09,785.09,,196.61,372233,,103638

7/10/09,784.3,,199.09,388620,,110497

7/17/09,763.91,,192.1,716515,,286655

7/24/09,746.47,,206.01,937312,,116409

7/31/09,719.61,,211.8,1007377,,90199

8/7/09,696.6,,207.46,1290596,,113511

8/14/09,696.77,,210.09,658542,,97731

8/21/09,693.14,,206.42,577400,,99268

8/28/09,688.75,,209.97,603676,,109150

9/4/09,674.13,,212.37,603788,,113992

9/11/09,663.81,,208.45,1145012,,72202

9/18/09,673.26,,210.08,506091,,107032

9/25/09,666.13,,211.95,592379,,64863

10/2/09,646.49,,206.74,980522,,71556

10/9/09,635.7,,192.57,1154381,,106425

10/16/09,659.06,,186.4,852161,,152974

10/23/09,701,,184.67,769210,,108483

10/30/09,761.51,,173.73,344339,,210454

11/6/09,810.4,,174.46,409832,,159824

11/13/09,827.64,,174.99,659791,,87399

11/20/09,848.52,,176.45,381237,,94229

11/27/09,891.71,,177.15,497245,,73638

12/4/09,905.85,,178.26,411665,,54259

12/11/09,871.13,,177.16,806165,,62929

12/18/09,868.51,,179.39,506899,,121910

12/24/09,850.55,,191.71,531908,,74969

12/31/09,830.05,,193.98,556825,,70391

1/8/10,782.73,,192.6,1058961,,115873

1/15/10,790.92,,192.38,483041,,115980

1/22/10,769.41,,198.77,452044,,111875

1/29/10,706.71,,196.82,1234128,,178011

2/5/10,675.11,,201.23,766812,,277464

2/12/10,650.55,,210.71,879595,,102896

2/19/10,652.56,,215.56,1008746,,160427

2/26/10,653.52,,232.33,853957,,297089

3/5/10,658.85,,233.91,820107,,211580

3/12/10,676,,238.57,1116739,,518107

3/19/10,733.87,,255.04,442889,,92552

3/26/10,776.52,,279.23,321270,,95279

4/2/10,813.03,,288.82,352939,,69010

4/9/10,841.18,,296.04,383454,,90485

4/16/10,870.53,,282.24,274756,,88005

4/23/10,866.81,,292.05,427264,,68377

4/30/10,879.05,,296.82,432661,,83224

5/7/10,875.86,,298.55,526217,,64743

5/14/10,884.51,,289.47,300305,,84547

5/21/10,874.19,,267.19,401385,,107306

5/28/10,854.38,,242.55,490335,,93846

6/4/10,843.27,,230.66,479995,,90191

6/11/10,799.42,,213.83,737887,,107181

6/18/10,785.63,,200.33,714082,,151480

6/25/10,785.16,,205.06,572572,,128688

7/2/10,787.53,,208.33,412041,,82834

7/9/10,760.39,,211.72,694290,,78329

7/16/10,761.42,,207.73,246638,,89741

7/23/10,747.64,,215.93,553973,,139296

7/30/10,722.3,,224.33,1156752,,85920

8/6/10,720.06,,228.25,932444,,134576

8/13/10,738.2,,236.55,482203,,105314

8/20/10,761.92,,247.32,464082,,101979

8/27/10,789.58,,267.46,338547,,73110

9/3/10,810.89,,270.2,253879,,65011

9/10/10,821.1,,270.88,270627,,102771

9/17/10,828.76,,268.58,282643,,101888

9/24/10,843.21,,268.9,590043,,85041

10/1/10,867.5,,256.1,335076,,107798

10/8/10,873.52,,240.19,667846,,79264

10/15/10,900.89,,216.07,445883,,80731

10/22/10,938.16,,222.78,337604,,75795

10/29/10,946.24,,225.01,283308,,97187

11/5/10,951.81,,224.44,280505,,73645

11/12/10,957.34,,225.15,441616,,101270

11/19/10,989.14,,228.23,274216,,50705

11/26/10,996.39,,232.25,414205,,52153

12/3/10,1004.49,,236.11,414147,,77719

12/10/10,985.43,,238.13,362502,,70731

12/17/10,914.68,,242.12,566070,,78851

12/23/10,856.75,,242.71,433876,,81769

12/30/10,837.18,,247.72,441983,,60076

1/7/11,788.21,,250.61,522220,,58520

1/14/11,752.5,,248.97,751115,,81875

1/21/11,736.35,,256.97,2115788,,59947

1/28/11,759.88,,249.41,496266,,90582

2/4/11,749.04,,252.71,659182,,89560

2/11/11,720.6,,249.77,1537083,,79071

2/18/11,728.44,,248.2,1324414,,87559

2/25/11,756.01,,251.92,807397,,85481

3/4/11,795.09,,253.9,415167,,421744

3/11/11,827.59,,263.81,475879,,98004

3/18/11,858.77,,275.38,377170,,54285

3/25/11,865.21,,277.5,308146,,63272

4/1/11,869.21,,270.95,428040,,91743

4/8/11,862.28,,272.02,316221,,80117

4/15/11,840.41,,273.79,668708,,85135

4/22/11,813.13,,270.02,602341,,80952

4/29/11,810.59,,273.15,628828,,51450

5/6/11,774.4,,260.3,601920,,64199

5/13/11,760.8,,239.85,665144,,79891

5/20/11,740.93,,225.7,1316669,,109654

5/27/11,758.69,,219.12,568256,,94418

6/3/11,776.89,,220.33,538635,,129766

6/10/11,785.21,,221.76,404794,,116057

6/17/11,786.25,,223.41,764845,,110608

6/24/11,814.38,,241.13,473789,,95714

7/1/11,823.01,,257.28,537386,,71015

7/8/11,854.62,,268.44,443647,,78125

7/15/11,885.83,,290.93,358244,,58193

7/22/11,878.37,,305.96,394439,,112965

7/29/11,861.52,,314.96,437298,,94619

8/5/11,848.64,,313.71,596906,,135462

8/12/11,847.9,,319.19,737140,,56211

8/19/11,856.66,,321.41,553039,,85042

8/26/11,847.95,,326.56,699869,,65164

9/2/11,842.34,,315.03,810570,,70712

9/9/11,847.23,,318.52,805792,,58016

9/16/11,879.46,,316.23,392719,,78555

9/23/11,908.87,,300.1,384687,,53672

9/30/11,938.25,,275.13,391241,,68559

10/7/11,966.6,,263.81,418658,,70718

10/14/11,982.92,,255.35,356942,,53613

10/21/11,978.59,,252.84,437691,,76310

10/28/11,986.2,,256.89,454460,,74668

11/4/11,981.46,,260.52,406895,,62877

11/11/11,1009.13,,261.48,263702,,79187

11/18/11,1018.22,,270.43,342993,,73894

11/25/11,1029.1,,281.11,374703,,31539

12/2/11,1047.26,,284.26,237851,,35464

12/9/11,1045.01,,282.37,238852,,53569

12/16/11,1009.28,,280.32,600835,,111422

12/23/11,973.54,,279.85,643097,,73524

12/30/11,928.06,,288.63,588522,,62963

1/6/12,865.6,,288.26,764428,,56146

1/13/12,851.7,,283.7,571418,,57135

1/20/12,828.64,,278.69,816225,,69907

1/27/12,831.19,,279.07,713711,,64653

2/3/12,833.93,,285.46,838934,,69041

2/10/12,861.03,,292.16,736759,,65536

2/17/12,885.52,,297.56,471148,,65512

2/24/12,917.53,,308.29,479006,,73751

3/2/12,954.79,,322.71,328698,,76275

3/9/12,968.67,,321.74,377645,,332792

3/16/12,955.18,,310.24,455873,,195302

3/23/12,957.29,,314.89,400176,,61787

3/30/12,939.96,,307.01,641505,,93541

4/6/12,930.56,,280.75,514788,,353859

4/13/12,898.55,,275.32,1045845,,289247

4/20/12,926.6,,301.86,471663,,95770

4/27/12,935.54,,314.5,683063,,60979

5/4/12,946.62,,320.24,473301,,61374

5/11/12,935.7,,318.25,616438,,77793

5/18/12,945.11,,321.44,620798,,75827

5/25/12,952.32,,329.2,458133,,81365

6/1/12,965.46,,335.16,595230,,58618

6/8/12,971.52,,340.28,411206,,80520

6/15/12,973.49,,345.49,508515,,79414

6/22/12,977.46,,351.49,347215,,49975

6/29/12,965.36,,353.16,460365,,53029

7/6/12,942.56,,345.87,419899,,44042

7/13/12,916.2,,336.4,567712,,46273

7/20/12,866.1,,314.11,1007022,,43266

7/27/12,858.78,,304.11,1292957,,76505

8/3/12,878.85,,297.73,426516,,79081

8/10/12,918.13,,308.89,382138,,63789

8/17/12,977.24,,318.01,197022,,43026

8/24/12,999.21,,312.76,178593,,59489

8/31/12,957.68,,305.2,462298,,67391

9/7/12,981.51,,303.95,377339,,54110

9/14/12,988.34,,301.82,397121,,65921

